HEDRES	CULTPOS	WEALTH	PARED	HISEI
-0.10	-1.58	-0.57	-0.36	-0.69
1.57	-0.19	0.54	0.53	1.61
-0.74	0.33	-0.70	-1.25	-0.31
1.57	2.89	0.36	0.53	0.07
1.57	-1.58	0.34	-1.25	1.23
1.57	0.59	0.64	1.43	2.00
-0.37	-1.05	-1.66	-1.25	0.04
-0.41	-0.19	-0.53	0.53	-1.13
-0.86	0.04	-0.71	-1.48	-1.30
-0.10	-0.19	-1.83	-1.25	-0.09
-1.37	-0.24	-2.12	-0.36	-1.30
1.57	0.69	0.59	-1.25	-0.97
1.14	0.03	-0.06	1.43	-1.30
0.57	0.67	-0.09	-0.36	1.12
1.57	0.90	1.03	0.53	-0.64
0.45	0.67	0.48	0.53	-0.04
1.57	1.26	1.25	1.43	0.90
1.57	1.26	1.15	-1.25	-0.26
0.57	-0.24	0.44	0.53	-0.53
-0.08	1.26	0.60	0.98	-0.42
0.57	0.20	0.23	1.43	-0.97
0.45	0.33	-0.56	-1.25	0.04
0.60	-1.58	-0.70	0.53	-0.58
-1.04	-1.11	-0.23	0.53	1.56
-1.51	-0.19	-1.66	-1.25	-1.13
-1.29	-1.58	-1.12	-0.36	0.04
-1.01	-1.58	-1.66	-0.36	-0.09
-0.01	-0.52	-0.07	0.53	-1.08
-0.99	-0.19	-1.41	-1.25	0.04
-1.14	-1.58	-0.88	-1.25	0.04
-1.60	-1.58	-1.83	-1.25	-1.30
1.57	0.33	0.93	-1.25	-0.97
1.57	1.26	0.06	-0.36	0.04
1.57	0.59	-0.21	1.43	2.49
-1.14	0.59	-1.41	-1.25	-0.69
-0.74	0.43	-0.65	-1.25	0.04
-1.14	0.67	-0.41	-1.25	-0.31
-0.44	-1.11	-0.06	1.43	2.00
-0.10	-1.58	-0.62	-1.48	-0.47
-2.20	-1.58	-1.66	-1.25	0.04
0.00	0.33	0.03	-0.36	-0.31
-0.39	0.56	0.23	1.43	2.27
-0.10	-0.19	-0.67	-0.36	1.45
-0.62	-1.58	-0.28	-1.25	0.04
1.57	0.78	0.54	0.53	0.04
1.14	-0.17	1.17	-0.36	-1.02
-0.32	-1.58	-0.18	-0.36	-0.42
-3.12	-1.11	-1.72	-1.25	0.04
-1.37	-1.11	-0.16	-0.36	-0.53
0.00	1.26	0.23	0.53	-1.13
1.57	1.06	0.87	-0.36	2.27
1.57	1.26	1.67	0.53	1.17
0.45	0.90	0.63	-0.36	0.84
1.57	1.26	0.97	-0.36	1.50
-0.74	-0.24	-0.61	-0.36	-0.64
0.57	0.59	0.61	0.98	-0.04
0.00	-0.49	0.34	0.98	1.83
-0.72	1.26	-0.02	0.53	1.94
0.45	0.39	0.95	0.98	-0.97
1.57	1.06	0.94	0.53	-0.58
0.57	0.33	0.01	0.53	0.40
0.57	0.69	1.24	0.53	-0.31
0.57	-0.17	-0.29	-0.36	-0.69
-0.43	-1.58	-0.03	0.98	0.40
0.45	0.41	1.10	0.53	-0.42
1.57	-1.11	0.40	0.53	-0.26
0.60	-1.58	0.21	-1.25	-0.26
0.45	-1.58	-0.28	-0.36	-0.04
-2.20	-1.58	-0.08	0.98	-0.31
-0.74	-0.24	-1.05	-1.25	-1.30
-0.10	-0.28	0.03	-1.25	-0.36
1.57	-0.39	0.64	0.53	1.50
1.57	0.32	0.08	0.98	1.94
1.57	1.06	-0.23	-0.36	0.40
-0.10	-0.17	0.92	-1.25	-0.04
-0.01	2.89	-0.25	0.98	-0.04
0.45	0.41	-0.08	0.53	-0.09
-0.19	0.33	-0.47	-1.25	-1.08
1.57	-0.05	0.07	-1.25	0.18
-0.44	-1.11	0.32	1.43	1.12
-0.39	0.41	0.33	-0.36	-0.04
-0.44	0.33	-0.57	-0.36	-0.53
1.57	0.69	0.50	1.43	0.90
1.57	-0.19	0.26	-1.25	2.55
-0.39	0.33	-1.40	-1.25	0.40
1.57	1.26	1.34	0.53	1.94
-0.62	-1.58	0.06	0.53	2.27
-0.51	0.50	-0.01	-1.25	-0.58
0.40	-1.58	-0.38	-1.25	-0.69
-0.01	0.33	-0.83	0.98	0.40
0.15	0.03	0.48	-0.36	1.23
0.47	0.48	0.46	0.98	0.40
1.57	0.16	0.08	0.98	-0.69
-0.43	-1.58	-0.93	-1.25	-0.69
0.57	0.41	0.28	-0.36	0.04
-0.52	-0.52	-0.05	-1.25	-0.58
1.57	-1.11	0.71	0.53	-0.31
-0.44	0.78	-1.13	0.98	-0.04
0.45	-0.49	0.30	0.98	-0.58
-0.63	0.67	-0.88	-1.48	0.04
-1.51	-1.58	-0.47	-0.36	-1.30
-1.14	-1.58	-1.31	-1.25	-0.26
-0.63	0.33	-1.27	0.53	1.61
-0.42	0.67	-0.83	0.53	-0.91
1.57	-0.28	-0.20	-0.36	-0.80
-1.51	-1.58	-1.37	-1.25	-1.30
0.07	0.14	-0.52	0.53	-1.08
-3.34	-1.58	-2.23	-1.25	0.40
0.45	-0.18	0.53	1.43	-0.69
-0.39	0.26	0.55	-0.36	-0.04
-0.69	-1.58	-0.21	-0.36	0.40
-0.44	-0.24	-0.73	1.43	0.46
1.57	-1.11	1.03	0.53	0.04
-0.01	0.67	-0.71	-0.36	-0.31
0.45	-0.24	-0.09	0.53	-0.26
1.57	-0.24	0.83	0.53	1.94
0.57	1.26	0.79	0.98	-0.31
0.45	0.33	0.45	-0.36	-0.31
0.74	-1.58	0.21	1.43	-0.36
-0.10	0.33	0.05	0.53	1.56
-0.99	-1.58	-0.51	0.53	-0.26
1.57	0.93	1.60	0.98	0.04
0.00	0.67	0.64	-0.36	0.04
-0.44	0.67	0.10	0.53	-1.08
-0.39	0.78	0.75	-0.36	-0.36
-0.67	-1.11	-0.91	-1.25	-0.31
-1.04	0.41	-0.33	-0.36	-0.53
1.57	0.43	1.58	-0.36	1.23
-0.01	-0.24	-0.61	-0.36	0.18
-0.10	0.41	0.69	0.53	1.94
-0.43	-0.10	-0.37	-0.36	-0.58
1.57	0.59	-0.07	0.53	-0.31
-0.43	-0.24	-0.08	-0.36	0.29
1.57	0.67	-0.25	0.53	1.61
-0.31	0.16	-0.20	1.43	0.04
1.57	-0.52	-0.39	0.98	-0.64
0.45	0.78	1.47	-0.36	1.23
-0.39	0.48	-1.00	1.43	-0.80
1.57	0.59	0.32	0.53	-0.69
-2.20	-1.58	-1.66	-1.25	-0.80
-0.01	-1.11	0.24	-0.36	-0.80
-0.19	0.41	0.08	0.53	-0.80
0.45	0.14	0.23	-0.36	-0.97
-3.34	-1.58	-1.50	-0.36	0.04
-0.52	0.14	-0.92	0.53	-0.64
-0.10	-0.19	-0.72	-0.36	-0.97
0.72	1.26	0.77	-0.36	1.56
-0.39	1.06	-1.02	1.43	1.12
-0.19	0.39	-0.07	1.43	1.45
-0.74	0.33	-0.02	0.53	-0.80
-0.10	0.18	0.41	-0.36	-0.04
-1.14	0.33	-1.16	0.53	0.40
-0.10	-0.52	0.92	0.53	-0.80
-0.72	0.59	-1.65	-0.36	0.40
-3.34	-1.58	-2.11	-0.36	-1.08
0.45	0.59	0.76	0.53	-0.53
0.57	1.06	1.05	1.43	1.56
-3.34	-1.58	-0.81	-1.25	0.04
-0.80	0.78	1.27	-0.36	0.62
-0.39	-1.58	-0.18	-0.36	0.07
1.57	1.06	0.76	0.98	2.88
-0.74	0.33	-0.78	-1.25	-1.30
1.57	1.06	2.09	-0.36	0.40
0.57	0.90	1.62	-0.36	-0.26
0.57	0.22	1.75	0.98	0.68
0.57	0.41	0.97	0.98	0.79
1.57	0.66	1.81	0.98	-0.80
1.57	-0.19	1.06	0.98	-0.42
-0.74	0.18	0.69	-0.36	-0.31
-0.10	-0.19	0.06	-0.36	-0.36
0.45	1.57	0.05	1.43	1.61
-0.39	-1.58	-1.17	-1.25	-0.42
1.57	-0.39	0.68	0.53	-0.31
0.57	0.35	0.07	-1.25	-1.30
-1.14	-1.58	-0.29	1.43	0.40
0.03	0.03	-0.59	-1.25	-1.13
0.57	-1.11	-0.10	-1.48	-0.47
-1.37	-1.58	-0.81	-1.25	-1.30
-1.34	-0.24	-1.39	-1.25	-1.13
-0.74	0.10	-0.90	-1.25	-0.69
0.57	0.50	0.70	1.43	1.56
-0.74	-1.58	-1.55	-0.36	-1.30
-0.74	-1.58	-0.38	-0.36	-0.09
-0.76	0.33	-0.72	-1.25	-1.30
-0.74	-1.58	-0.71	0.53	-0.09
-0.74	-1.58	-0.99	-1.25	-0.69
-0.74	-1.58	-0.62	-0.36	-0.09
0.57	-1.11	-0.11	-1.25	-1.30
-0.51	-1.58	0.41	1.43	-0.09
0.57	1.26	0.45	1.43	2.38
1.57	1.57	1.51	0.98	1.89
0.57	-0.84	0.26	-0.36	-1.13
0.45	0.41	0.24	0.98	1.89
1.57	0.33	0.86	-0.36	-0.26
1.57	1.26	2.60	1.43	2.55
1.57	1.57	0.61	0.98	2.27
0.45	1.06	1.25	0.53	0.29
0.57	0.03	1.05	1.43	2.55
1.57	1.26	0.66	1.43	1.12
1.57	1.57	0.39	1.43	2.00
1.50	1.64	0.91	0.53	1.61
0.45	1.26	1.38	1.43	2.27
1.57	1.57	1.77	0.98	2.22
-0.63	-0.52	-0.63	-0.36	-0.64
-1.60	0.08	-0.27	0.98	1.45
-0.70	0.56	-0.72	1.43	1.23
1.57	1.06	1.41	0.53	-0.31
-1.60	-1.58	-3.23	-1.25	-1.08
1.57	0.78	0.38	-1.25	0.04
0.57	0.78	-0.53	1.43	2.00
0.45	2.89	0.69	0.53	2.38
-0.10	-0.39	0.26	-0.36	-0.53
0.00	0.33	-0.10	-0.36	-0.69
0.45	1.57	1.43	1.43	2.71
-0.10	0.67	-0.11	-1.25	-0.69
-0.10	-0.19	-1.36	-1.25	-0.09
0.45	0.33	0.69	0.53	0.04
-0.10	0.59	0.14	-1.25	-0.26
-1.06	-1.58	-0.49	-0.36	0.04
-0.10	-0.19	-0.68	-1.25	-0.36
0.45	0.39	0.09	-0.36	-0.31
0.00	0.33	-0.20	-0.36	-0.09
1.57	1.26	0.68	-0.36	-0.09
0.08	0.18	0.16	-1.25	-0.69
0.57	-0.08	0.72	0.53	0.68
-0.10	1.06	0.06	0.53	0.40
-0.45	-0.15	-0.02	-0.36	-0.80
1.57	0.33	0.96	0.98	-1.30
1.57	1.57	1.73	0.98	1.83
-0.44	1.26	-1.16	0.98	1.34
-0.10	-1.58	0.06	-1.25	-1.02
-0.98	-0.24	-0.09	-0.36	-0.31
-0.10	0.03	1.18	0.53	-1.30
1.57	0.18	0.05	-1.25	-0.26
0.45	-0.49	0.50	0.53	1.23
0.57	0.41	0.83	0.53	-0.53
1.57	0.32	0.37	0.53	-0.80
0.57	0.50	0.53	0.98	0.29
0.45	0.78	0.53	0.53	0.40
0.45	0.78	1.24	-1.25	0.40
0.57	1.26	0.64	0.53	1.56
0.40	1.06	-0.63	1.43	0.04
-1.51	-1.58	-0.99	1.43	-0.31
-1.14	-1.11	-0.41	-1.25	-1.30
-3.34	-0.52	-0.67	-1.25	0.04
-0.74	-0.17	-0.27	-1.25	0.07
0.45	-1.11	0.46	-0.36	-1.08
0.22	0.03	0.92	1.43	1.17
1.57	2.89	1.55	1.43	1.83
-0.67	-0.05	0.79	0.98	1.83
1.57	1.06	1.48	-0.36	-0.42
0.45	-0.10	0.14	-1.25	0.04
1.57	1.26	1.06	0.98	0.07
1.59	1.26	1.27	1.43	0.04
-0.10	-0.24	0.40	-1.25	0.40
1.57	1.26	-0.03	-1.25	-0.69
0.45	0.33	1.73	1.43	0.90
-0.43	0.52	1.12	1.43	-0.04
1.57	0.52	1.26	0.98	2.27
0.45	1.26	2.23	1.43	0.90
-0.10	-0.24	0.00	-0.36	0.73
-0.10	0.59	0.83	-1.25	-0.31
1.57	1.57	1.51	1.43	2.44
0.45	0.69	1.74	1.43	2.22
-1.04	0.48	-0.65	-1.25	0.04
-0.10	1.26	1.37	0.53	-0.42
0.03	0.14	-0.26	-1.25	-1.30
0.45	0.33	0.38	-1.25	-0.04
-0.63	-1.58	-1.55	-1.25	-1.30
-0.74	0.49	-1.58	-0.36	-1.30
0.57	-0.24	-0.93	0.53	-1.30
-2.20	-0.19	-1.23	-1.25	-1.30
-1.04	-0.52	-1.24	-0.36	-0.58
-0.10	0.33	1.03	-1.25	-0.31
-0.70	-1.58	-1.66	-1.25	-1.30
-0.10	0.33	-0.50	-0.36	-0.04
-0.72	0.67	-0.85	-1.25	-1.30
0.07	-1.58	0.61	-1.25	-0.04
-0.10	0.90	-0.35	-1.25	-1.30
0.45	-0.24	0.10	-1.48	-0.04
-1.14	-0.19	-1.40	-1.25	-1.30
-0.10	0.67	-0.20	-1.48	-0.69
0.57	0.67	1.46	-0.36	0.07
0.57	-1.58	0.39	0.53	-0.64
-0.76	-0.10	0.27	-0.36	-0.42
0.45	0.10	0.46	-0.36	-0.58
1.57	0.22	0.87	1.43	-0.64
-0.74	0.41	-0.87	-1.25	-0.04
1.57	0.78	0.93	0.53	1.45
1.57	0.22	0.59	-1.25	-0.53
0.40	-1.58	-0.16	-0.36	-0.42
-0.74	-1.58	-0.96	-1.25	-0.04
1.57	1.57	0.45	-0.36	-0.31
-1.04	-0.24	-0.63	-1.25	-0.42
1.57	0.22	0.77	1.43	2.55
1.57	-1.11	0.32	0.53	-0.36
1.57	1.06	1.53	1.43	-0.42
-0.10	0.93	0.29	-1.25	-0.36
0.45	0.90	-0.41	-1.48	-0.26
0.57	-1.11	-0.07	-0.36	-0.58
-2.20	0.33	-3.23	-1.25	-0.58
-3.34	-1.58	-2.04	-1.25	-1.30
-0.81	-0.10	-0.83	0.53	0.04
-1.51	-0.24	-1.00	-1.25	0.04
-0.01	0.67	-0.25	-1.48	0.04
-0.29	-1.58	-0.71	-1.25	-0.04
-0.99	-1.11	-1.00	-0.36	-1.30
-1.14	-0.19	-0.75	-1.25	0.04
-0.39	-0.19	-1.12	-1.25	-0.80
-0.39	0.33	0.10	-1.25	-0.64
-1.60	-0.19	-2.33	-1.25	-1.30
-0.76	-1.58	0.20	-1.25	-0.53
-0.44	0.03	-1.05	-0.36	-0.04
-0.80	-0.19	-0.91	-1.25	-1.30
0.03	0.03	-1.58	-0.36	-1.08
-1.60	1.06	-1.31	-0.36	-0.04
-1.51	-0.64	-1.35	-1.25	-1.30
0.57	0.18	0.77	0.53	1.72
0.00	0.33	1.15	-0.36	-1.13
-1.04	0.33	0.10	0.53	-0.31
-0.44	-1.58	-0.75	-1.25	-1.13
0.57	0.78	0.56	1.43	0.90
-0.08	-0.24	-0.16	0.53	-0.26
0.45	0.78	0.32	-1.25	0.29
1.57	1.26	0.27	1.43	2.38
1.57	-1.11	-0.39	-1.25	-0.58
-0.39	1.26	-0.20	-1.25	-0.42
-0.74	0.33	-0.68	-0.36	-1.30
0.07	-1.58	-0.36	0.53	1.01
-0.10	-0.17	0.22	-0.36	0.04
0.57	0.33	-0.34	0.53	0.04
1.57	0.90	1.34	-0.36	-0.42
0.45	0.67	0.29	-1.25	-1.30
-0.39	-1.58	-0.43	0.53	-1.08
-0.44	-1.58	-0.96	0.53	-1.30
-0.38	-1.58	-0.18	-1.25	-0.42
-1.29	-1.58	-1.20	-1.25	-0.36
-0.10	0.78	0.23	0.98	1.56
0.28	1.26	0.57	-0.36	1.17
1.57	1.26	0.46	-0.36	-0.64
-0.10	-0.10	-0.32	0.98	0.04
0.57	0.93	0.77	0.53	-0.69
-0.39	-0.24	-0.91	0.53	-0.31
0.45	-1.58	-0.42	0.53	-1.08
-0.43	-1.58	0.50	1.43	-0.31
0.45	1.26	1.06	0.53	-0.64
-0.39	-0.19	0.74	-0.36	0.04
-0.01	0.22	-0.76	-1.25	-0.97
1.57	1.57	0.01	0.53	-0.58
-0.67	-1.58	-0.41	-0.36	-0.31
0.57	0.08	0.90	-1.25	-0.69
0.07	0.39	1.15	0.98	1.94
0.45	0.69	0.59	0.98	-0.80
-0.10	-0.84	0.84	0.98	0.07
0.57	-1.11	0.23	-1.25	-0.26
0.57	-0.28	0.29	-1.25	-0.04
0.45	0.41	0.91	0.53	-0.26
-0.01	0.08	-0.47	-1.25	-1.02
1.57	1.57	1.44	-1.25	1.89
0.57	0.48	0.97	1.43	0.07
0.06	-1.58	0.22	-0.36	-0.64
0.57	0.80	1.05	0.53	1.45
0.45	1.26	0.99	1.43	1.83
1.57	-0.17	0.85	0.53	2.27
0.57	0.33	-0.45	-0.36	0.18
1.57	-0.10	-0.93	0.01	-0.42
0.57	-0.19	0.02	-1.25	-1.13
-0.10	-1.58	0.40	-1.25	0.04
-0.70	0.05	-1.06	-1.25	0.04
1.57	-1.58	0.07	0.53	-0.42
-1.51	-1.58	-1.30	-1.25	-0.09
-0.99	-1.14	-0.45	0.98	2.00
-0.44	0.14	-0.73	-0.36	-0.31
-0.44	1.57	-1.65	-0.36	-1.30
-0.39	0.67	-0.41	-0.36	-1.30
0.57	0.43	1.58	1.43	0.90
-0.72	1.06	-1.66	-1.48	-1.13
-0.43	0.33	-0.43	-1.25	-0.04
0.97	0.03	0.07	0.98	1.56
0.57	2.89	0.71	1.43	1.67
1.57	1.05	0.84	1.43	1.56
1.57	1.26	0.64	0.53	1.89
0.45	1.06	1.89	-1.25	-0.26
-0.10	-1.58	0.61	0.98	-0.04
-2.20	0.33	-2.11	-0.36	-0.04
-1.37	-1.11	-0.94	-1.25	-0.31
-0.74	-0.15	-0.21	-0.36	-0.31
0.45	0.41	0.70	0.53	-0.69
1.57	0.78	0.91	-1.25	-1.08
-0.39	-0.24	-0.53	-0.36	0.40
-0.10	0.67	0.09	-0.36	-0.04
-0.39	-0.24	-0.40	-1.25	-0.58
-0.01	0.08	-0.28	1.43	1.61
0.57	0.33	-0.78	-1.25	0.40
-0.39	0.22	-0.09	0.98	-1.30
-0.10	-0.24	0.16	-1.25	-1.30
-0.43	-1.11	1.06	-0.36	-0.04
0.57	0.33	-0.15	-1.25	-0.69
-0.74	-1.58	-1.08	-1.25	-0.04
-1.04	-0.52	-0.50	-1.25	-0.26
1.57	0.67	0.57	0.53	0.04
-0.10	-0.24	-0.24	1.43	0.07
0.45	-1.58	0.65	0.98	-0.31
0.45	-0.19	0.43	-0.36	0.04
1.57	0.14	0.56	0.98	0.04
1.57	1.05	0.48	1.43	0.68
-0.99	-1.58	-0.79	1.43	1.56
1.57	0.90	0.98	-0.36	-1.13
-0.44	0.14	0.53	-0.36	-1.13
0.34	0.78	0.96	0.53	1.56
0.40	-1.11	-0.30	0.53	0.04
-0.10	-1.11	0.09	-1.25	-1.30
-0.74	0.41	-0.84	-1.48	-0.42
0.45	1.05	1.66	1.43	2.55
1.57	-1.58	0.25	-0.36	-0.53
-0.46	0.14	-2.33	-1.25	-1.30
1.57	0.67	-0.34	-0.36	-1.13
-0.10	0.10	-0.15	0.98	0.90
1.57	0.59	1.12	-1.25	-0.47
-0.52	-0.16	0.02	-0.36	-0.09
-0.02	0.79	0.68	-1.25	-0.69
-0.10	0.41	-0.31	-0.36	-1.30
1.57	1.26	1.05	1.43	-0.26
-0.74	-1.58	-0.53	-1.48	0.04
-0.74	1.06	-1.16	0.98	1.56
-0.80	0.10	-0.91	-1.25	-0.53
1.57	0.78	-0.20	0.53	-0.64
-0.99	-1.58	-0.46	0.53	0.90
-0.76	-1.11	-1.27	-1.25	-1.13
-0.10	0.41	0.01	-1.25	0.29
1.57	1.06	1.90	-0.36	-0.26
1.57	1.06	0.81	0.53	1.89
-0.74	-0.19	-0.96	0.98	-0.26
-0.62	-1.11	-0.34	1.43	-0.58
-1.20	-1.58	-0.86	-0.36	0.04
-1.51	-1.58	-1.61	-1.25	-1.30
-0.68	0.41	-0.73	0.98	0.04
1.57	-1.11	-0.30	0.53	0.40
-0.01	-0.49	0.71	1.43	0.90
0.57	-1.11	-0.15	-0.36	-0.31
-1.29	-0.64	-0.90	-0.36	-0.31
-1.13	0.14	-0.69	-0.36	0.04
-0.26	-0.05	0.73	0.98	-0.86
-1.40	-1.58	-1.27	-1.25	-1.30
0.39	0.34	0.89	0.98	1.89
-0.74	0.41	-1.58	-1.25	-1.30
-0.81	-1.58	-1.02	0.53	-1.30
-0.43	-0.52	-1.14	-1.48	-0.64
-0.32	0.39	-1.37	-0.36	0.04
0.57	-0.10	0.79	-0.36	-0.26
-1.60	0.14	-1.14	1.43	-0.31
-0.01	0.79	0.54	-1.25	-0.80
-0.10	0.33	0.97	-0.36	-0.64
1.57	-0.15	0.15	0.98	-0.31
0.10	0.97	0.94	-1.25	-0.80
-0.10	0.10	0.72	0.98	-0.80
-0.74	1.57	-0.53	0.53	0.13
-0.99	0.33	-0.67	-0.36	-0.53
0.45	1.06	1.00	0.53	-0.26
-3.34	-1.58	-1.27	-1.25	-1.30
1.57	1.26	1.35	0.98	1.56
-0.51	-1.58	0.45	1.43	-0.42
-0.39	-1.58	1.06	-0.36	-1.08
1.57	-0.39	-0.01	0.53	-0.31
-0.98	0.16	0.36	0.98	0.79
-0.39	-1.58	0.86	-0.36	-0.58
-1.87	-1.58	-3.23	-1.48	0.04
-0.39	1.15	-0.35	-0.36	-0.04
-0.76	-1.58	-0.02	0.53	-0.64
0.45	-1.58	-0.03	0.53	-0.04
-0.32	-0.19	0.01	-0.36	0.04
-0.74	1.06	-0.03	0.53	-1.30
-1.60	0.33	-1.23	0.53	-1.30
-1.37	-0.19	-1.02	0.98	-1.30
-0.74	0.41	-0.22	1.43	-0.04
-0.74	-1.58	-0.17	-0.36	-0.64
-1.60	-1.58	-1.05	-0.36	-1.30
-0.98	0.31	0.97	0.53	-0.09
-0.98	-1.11	-2.12	-1.25	-1.30
-0.10	0.39	0.76	-0.36	1.83
1.57	1.26	1.03	0.98	-0.64
0.03	-1.58	-0.83	0.53	0.04
0.01	0.03	0.75	-1.25	-0.26
-0.10	0.67	0.69	0.98	0.04
-0.46	0.33	-1.39	-0.36	0.04
0.45	0.78	-0.23	-0.36	-1.02
1.50	1.26	0.22	0.98	-0.47
-0.80	-1.58	0.09	-1.25	-0.26
-0.03	0.97	0.98	1.43	1.83
1.57	-0.39	1.71	1.43	2.55
-0.10	-0.19	-0.01	1.43	2.49
0.60	0.26	0.66	-0.36	-0.42
-1.14	-1.58	-1.82	1.43	-0.69
1.57	0.67	-0.07	0.53	0.04
-0.08	-0.05	-1.46	-0.36	1.12
1.57	0.33	0.87	0.98	0.04
-0.51	0.33	0.35	0.53	2.00
0.45	0.33	0.77	0.53	0.04
-0.10	-1.58	-0.44	-0.36	-0.26
-0.74	0.67	0.49	0.53	1.17
-0.10	-1.58	0.63	0.53	-0.04
-0.74	-1.11	1.22	1.43	1.83
-1.60	0.33	-2.23	-1.25	0.04
-0.74	-1.58	0.07	-0.36	1.12
0.45	-0.24	0.93	0.98	0.04
-0.74	0.67	-0.70	-1.25	-1.30
-1.14	0.33	-2.11	-1.25	0.04
0.60	1.26	-0.13	-0.36	-0.64
-1.60	-0.41	-0.38	-0.36	-1.30
-2.20	-1.58	-0.50	-1.25	-1.30
0.03	0.03	0.02	0.01	0.04
-0.63	0.33	-0.62	-1.25	0.04
-1.29	-0.64	-0.70	-1.25	-0.09
-0.39	0.67	-0.26	-1.25	-1.30
-1.04	-1.58	-0.61	-1.25	-0.69
-1.60	0.33	-1.36	-1.25	-0.69
-0.99	-0.39	-2.11	-1.25	-0.69
-1.60	-1.58	-1.55	1.43	2.38
-0.74	0.16	-0.90	-1.25	-0.53
-1.04	-0.24	-0.99	-0.36	-1.30
-0.74	1.06	-0.99	-0.36	1.61
0.45	-1.58	0.71	-0.36	0.29
-0.70	0.33	-1.01	-1.48	-0.80
0.03	0.03	0.02	0.01	0.04
-0.80	-1.58	0.02	-1.25	-0.80
0.07	-1.58	-0.49	-1.25	-0.26
1.57	0.78	0.91	0.53	2.27
-0.37	-1.11	1.88	-1.25	0.04
1.57	0.90	0.58	0.53	-0.04
1.57	1.06	0.22	-0.36	-0.31
-0.39	-1.58	-0.60	0.53	-0.42
-0.44	1.06	0.22	0.98	-0.31
-0.99	-1.58	-0.30	-1.48	0.29
0.45	-0.10	-0.55	-1.48	-1.13
1.57	-0.64	0.05	1.43	0.04
0.57	0.22	-0.18	-0.36	0.40
0.45	0.08	0.29	-1.25	0.40
0.03	0.03	0.02	0.01	0.04
-0.01	1.05	0.97	0.53	0.04
0.45	-1.58	0.40	-0.36	0.40
-0.10	1.06	0.98	0.53	-0.04
-0.67	-1.11	-0.17	-1.25	-0.58
0.57	-0.49	1.25	0.53	0.40
0.45	0.33	1.06	0.98	2.27
-0.10	-0.52	0.11	-1.25	-0.58
-0.01	0.33	0.27	-0.36	-0.42
0.57	0.14	-0.42	-1.25	-0.04
-3.24	0.03	-0.81	0.53	-0.36
0.57	-0.01	-0.14	-0.36	-0.80
-1.01	0.07	-0.62	0.98	-0.36
-0.08	0.10	0.22	-0.36	-0.80
-0.10	-1.58	-0.79	-1.48	-0.58
0.07	-1.11	0.09	-1.25	-0.31
0.45	0.26	0.30	0.98	-0.69
-0.80	0.10	-0.13	-0.36	-1.30
0.57	-1.58	0.46	-1.25	-0.80
0.57	0.50	0.43	-0.36	-0.80
-0.10	-0.19	-0.63	0.98	-0.31
-0.10	0.33	0.76	0.53	2.27
0.07	0.78	0.64	0.98	0.04
-0.76	-1.58	-0.75	-1.25	0.04
-0.74	1.57	0.60	0.53	-0.04
-0.39	0.03	0.62	0.53	-0.42
1.57	2.89	1.98	1.43	2.22
-0.19	-0.15	-0.01	-1.25	-0.42
0.45	-1.58	0.61	0.53	-0.04
-1.04	0.33	-1.47	-1.25	1.23
-1.51	-1.58	-0.48	0.98	-1.30
-0.46	0.41	-0.22	0.53	0.07
-0.52	-0.19	-1.47	-1.25	1.23
-1.51	-0.10	0.26	0.98	-0.31
0.57	0.33	1.05	0.53	2.27
-1.60	0.39	-0.62	1.43	-1.13
0.57	-0.24	-0.35	0.98	1.23
-0.10	-1.58	-0.24	-0.36	-0.53
-0.01	-1.11	-0.79	0.53	0.04
0.75	0.03	0.97	0.53	-0.42
-0.10	0.18	0.90	-1.25	1.83
0.45	1.57	0.70	0.98	2.49
1.57	0.69	0.87	1.43	0.46
1.57	0.41	0.59	0.53	-0.31
-0.39	-0.10	0.38	0.98	-0.42
1.57	2.89	1.32	1.43	-0.31
-0.10	1.26	0.77	1.43	2.44
1.57	1.57	0.86	0.98	-0.47
-0.74	-0.10	0.69	-1.25	-0.31
0.57	0.31	0.02	0.53	1.83
0.57	0.59	0.41	0.98	0.95
1.57	2.89	1.70	1.43	2.49
-0.01	1.26	1.44	1.43	1.89
0.39	1.26	-0.49	1.43	2.00
1.57	1.57	1.90	1.43	2.22
1.57	2.89	1.55	0.53	1.94
-0.39	1.57	1.46	1.43	0.46
1.57	-0.17	0.61	-1.25	-0.80
-0.10	1.06	1.20	-0.36	1.56
0.57	-0.10	-0.04	-1.25	0.04
0.57	-0.15	1.30	-1.25	-0.64
-0.10	0.33	-0.04	-1.25	0.07
-1.60	-0.64	-0.30	0.98	-0.36
-0.74	-0.15	-0.64	-0.36	0.07
1.57	-1.11	1.25	-0.36	-0.53
0.07	-0.24	-0.30	0.53	-0.04
1.57	-0.19	0.07	1.43	2.55
-0.10	1.57	0.32	0.53	0.18
1.57	0.08	-0.11	0.53	-0.42
1.57	0.03	0.83	-0.36	-0.26
0.57	2.89	1.72	0.98	0.04
-0.39	0.33	-0.23	-0.36	-0.26
-0.52	-1.58	0.10	-1.25	-1.30
-0.74	-1.58	-1.02	-1.25	-1.30
-1.37	-1.58	-0.95	0.53	-1.30
-0.10	1.57	-0.74	1.43	0.04
1.57	0.10	0.07	0.53	-0.53
-0.10	-0.52	0.84	-1.25	-0.47
-0.39	0.41	-0.71	-1.48	-0.69
-1.60	-0.52	-3.23	-1.25	-1.30
0.45	-0.10	0.06	0.98	0.18
